rating,date,variation,verified_reviews,feedback,review_length,new_reviews,sentiment
1,22-May-18,White,The first one quit working shortly after I got it. The next one becomes unresponsive to my voice at times and the only way to get it to work is through the app. I am not sure if it just this Dot or they are all this way.,0,220,first one quit working shortly get next one become unresponsive voice time way get work app sure dot way,negative
5,22-May-18,White,Bought this to go in my niece's room. You can't tell it's refurbished. It looks good and works like new.,1,104,buy go niece room can not tell refurbished look good work like new,positive
1,21-May-18,White,Device was not working. Followed all instructions for Alexa echo dot and it did not come on. Very upsetting.,0,108,device working follow instruction alexa echo dot come upsetting,negative
1,21-May-18,Black,Sent it back due to crackling noise and turning itself off and on - but what can you expect with a refurbished item?,0,116,send back due crackle noise turn expect refurbished item,negative
5,20-May-18,White,Best price we could find and it is so useful to have her around to answer questions. It is so handy to not have to find your phone. I also now have an intercom system.,1,167,good price could find useful around answer question handy find phone also intercom system,positive
5,20-May-18,Black,I have never been more satisfied with a product. Perfect introduction to Alexa.,1,79,never satisfied product perfect introduction alexa,positive
4,20-May-18,Black,"Works well, but the speaker is not so grand. Getting another speaker to drop this into. In the future I would have just gone with the full size echo.",1,149,work well speaker grand get another speaker drop future would gone full size echo,positive
4,20-May-18,Black,Love our echo! Thing the full size version sounds better though.,1,64,love echo thing full size version sound well though,positive
5,20-May-18,Black,Works great!,1,12,work great,positive
5,19-May-18,Black,It has all I need for my life plans time date music,1,51,need life plan time date music,positive
3,19-May-18,Black,Seems to have trouble hearing me when I say the wake word despite being trained to my voice... Wonder if this has something to do with buying it refurbished. Our google home mini has no problems hearing us 😬 and is much louder.,1,227,seem trouble hearing say wake word despite train voice wonder something buy refurbish google home mini problem hear -PRON- much louder,negative
5,19-May-18,White,Love it!  Works perfectly!,1,26,love work perfectly,positive
4,19-May-18,White,I had a brand new echo Dot and thought that the refurbished would be just as good. It was quite different from my expectations. Refurbished unit did not even turn on and after a while I realized that the power adapter was faulty. There is no way for me to have Amazon send me a power adapter by itself according to the return options. I love Amazon and buy even my toilet paper through them but this was truly a let down.Update: Amazon contacted me and credited me enough to buy a new power adapter. This is why I shop on Amazon. I can always trust them to deliver on their products.,1,583,brand new echo dot thought refurbish would good quite different expectation refurbish unit even turn realize power adapter faulty way amazon send power adapter accord return option love amazon buy even toilet paper truly let downupdate amazon contacted credit enough buy new power adapter shop amazon always trust deliver product,positive
5,19-May-18,Black,I bought this for a family member as a gift. I called her to see how she likes it & she said she loves it‼️,1,107,buy family member gift call see likes say love,positive
4,18-May-18,Black,"Not very loud but quality and ease of use is great. Sound is perfect for background music, would suggest 2-or more connected together if you’re trying to use for hosting a louder party",1,184,loud quality ease use great sound perfect background music would suggest 2or connect together -PRON- be try use host loud party,positive
5,18-May-18,Black,Looked Brand new works great. I love these echo dots and the refurbished ones are like new,1,90,look brand new work great love echo dot refurbish one like new,positive
5,18-May-18,Black,My 2nd one and I use them all the time.,1,39,2nd one use time,positive
5,17-May-18,Black,"Is working like a  new one for now, l have another 3 alexa devices lm a fanatic",1,79,work like new one l another 3 alexa device lm fanatic,positive
5,17-May-18,Black,Echo is good.,1,13,echo good,positive
5,17-May-18,Black,Works great,1,11,work great,positive
5,17-May-18,Black,Great price to extend the range and super value to dot offers. Hooked up wireless speaker to use working outside.This dot made outdoor sound range possible without disturbing indoor light control possible,1,204,great price extend range super value dot offer hooked wireless speaker use work outsidethis dot make outdoor sound range possible without disturb indoor light control possible,positive
5,17-May-18,Black,"Amazingly fun. My daughter and I just asked questions on the first day. I have now set my daily alarm, weekend reminder, playlist, morning shows, random songs, daily bible verses, weather, and morning commute. It tells me which way to go dodging traffic. You have to get one. I don’t have it linked to my phone yet.",1,315,amazingly fun daughter ask question first day set daily alarm weekend reminder playlist morning show random song daily bible verse weather morning commute tell way go dodging traffic get one do not link phone yet,positive
5,17-May-18,White,Works perfect! There’s no difference at all between this refurb one and my new ones that I have in my house. I’ll be buying the refurbs from here on out,1,152,work perfect there s difference refurb one new one house ill buying refurb,positive
5,17-May-18,Black,Great product. Wakes me up every morning on time!,1,49,great product wake every morning time,positive
5,16-May-18,Black,Like new.  No difference from new unused original.,1,50,like new difference new unused original,positive
5,16-May-18,Black,"I have no complaints. As far as I know, these are exactly like new, just a little cheaper. Great!",1,97,complaint far know exactly like new little cheaper great,positive
5,16-May-18,Black,Perfect condition!,1,18,perfect condition,positive
5,16-May-18,Black,Like new,1,8,like new,positive
5,16-May-18,White,It works just as well as the new version I got as a discount with my Echo speaker. I decided to purchase this version because Amazon states it has the same warranty.,1,165,work well new version get discount echo speaker decide purchase version amazon states warranty,positive
5,31-Jul-18,Heather Gray Fabric ,"I received the echo as a gift. I needed another Bluetooth or something to play music easily accessible, and found this smart speaker. Can’t wait to see what else it can do.",1,172,receive echo gift need another bluetooth something play music easily accessible find smart speaker can not wait see else,positive
